"","real","predict"
"41701",0,0.0850517711997707
"5646",0,0.234135126708667
"2661",0,0.0628523821546489
"46529",0,0.0662802222363649
"67441",0,0.0795819138640338
"43363",0,0.0938826435554047
"40689",0,0.0939215301577551
"38234",0,0.0653043914476095
"71733",0,0.0321963623008715
"36908",0,0.107544102599513
"49393",0,0.117682350025889
"43599",0,0.278492501133983
"17418",0,0.185447218014967
"18826",0,0.0517096686276564
"52698",0,0.0699451757977739
"32982",0,0.0835683639858835
"12815",0,0.123932225238819
"53994",0,0.0241573245075374
"7622",0,0.027139084170756
"62752",0,0.0406892591062556
"44510",0,0.0832226048611417
"40420",0,0.0386677397378284
"23902",0,0.157627501909037
"33027",0,0.0575403402770979
"36399",0,0.126162068547399
"13215",0,0.155221390597248
"38476",0,0.210328912676564
"5519",0,0.0832408407840782
"20251",0,0.128550002634097
"15550",0,0.156983432263294
"20770",0,0.0649030752659434
"64959",0,0.089583781209894
"32519",0,0.0888845621724004
"56414",0,0.053961374691082
"63888",0,0.035043126930401
"30131",0,0.125777632531551
"4723",0,0.0794361579373306
"24424",0,0.0292483315857211
"52288",0,0.0570111674313247
"24599",0,0.102782379604727
"45632",0,0.0990149272380406
"60975",0,0.0255065166788956
"62111",0,0.0158998178608709
"28493",0,0.103920864227286
"27709",0,0.0976127478649982
"64971",0,0.197930135693497
"46607",0,0.134498093770449
"53570",0,0.0200839337977651
"43839",0,0.0866059547864213
"65498",0,0.032971679500539
"21391",0,0.0823009358152167
"13961",1,0.0888795022272786
"64310",0,0.0940335450757589
"36587",0,0.084099332616271
"63606",0,0.0396665458048027
"13806",0,0.0499531078555158
"54767",0,0.04100990417185
"52327",0,0.0769787919481716
"68522",0,0.0821040077304156
"39731",0,0.11558876118589
"51430",0,0.171094896860307
"28313",0,0.14712590578535
"7310",0,0.05200635631686
"67284",0,0.0831197157698807
"20651",0,0.0543238583148794
"42805",0,0.0432770701206251
"8035",0,0.132393533768765
"60946",0,0.02682023753979
"23121",0,0.162093573465276
"56589",0,0.0265003955997
"19475",0,0.0348216381123506
"15955",0,0.041550245174959
"37533",0,0.190819186507126
"19578",0,0.0366561003664228
"13227",0,0.234075896211096
"37662",0,0.141998778048352
"40781",0,0.0361233948399604
"9370",0,0.0968741344338229
"18683",0,0.0540275375191951
"51853",0,0.0678319848629071
"69850",1,0.051374007475046
"7257",0,0.0547583662753622
"55124",0,0.0636960559137258
"68812",0,0.0936726599786792
"59266",0,0.0699142181764227
"22434",0,0.027891555723664
"46959",0,0.0738567397859387
"69238",0,0.0340790614777665
"69264",0,0.202447626663015
"24746",0,0.196708167031783
"19105",0,0.127571528551794
"12058",0,0.0489507111445778
"23413",0,0.153613703819341
"37037",0,0.085241818143004
"66997",0,0.0313636589794005
"37095",0,0.0546900636006022
"18767",0,0.0553791021985426
"3441",0,0.0455098778393635
"30435",0,0.15839611804348
"61897",0,0.0907527054009081
"25270",0,0.190313848413776
"9528",0,0.0723790974941263
"27260",1,0.109128632853464
"45663",0,0.176791640644396
"28378",0,0.0567311796166328
"49830",1,0.223499201469304
"49815",1,0.136653131943274
"40214",0,0.0954354277081234
"31277",0,0.0218557428429485
"32947",0,0.0631248681733838
"22297",0,0.070948727862463
"41878",0,0.0495820931062528
"65961",0,0.0451362669583038
"10317",0,0.0690950014218764
"30232",0,0.0576550941495121
"15408",1,0.144266718131977
"31208",0,0.0282937356988013
"9612",1,0.0823243310793273
"33498",0,0.0691015581514776
"68402",0,0.0913364803650425
"54995",1,0.227059130466271
"67648",0,0.0351206609043947
"34258",0,0.0853813003578805
"43674",0,0.14072391961396
"35263",0,0.0309464395863747
"7878",0,0.0458221797153698
"18048",0,0.0593057888366928
"36209",0,0.0706696344027309
"27135",1,0.145250986344901
"67768",0,0.0657596484616935
"38014",0,0.211585097873298
"23045",1,0.144179462707789
"20237",0,0.0833339901036148
"56877",0,0.0982040727464314
"50727",0,0.173798551725215
"12016",0,0.179442110205336
"4762",0,0.100930755475219
"54467",0,0.0587564140650408
"44843",0,0.0568045014255994
"12352",0,0.0636610116445794
"4605",0,0.138198356377793
"7893",0,0.180170717576876
"27756",0,0.0687591032097326
"12332",0,0.0485153181904165
"21726",0,0.070475729321911
"14008",0,0.0961745527129811
"18722",0,0.123592591747588
"13218",0,0.0584317801813038
"34707",0,0.115089774199071
"55629",0,0.020238027196544
"2086",0,0.0373609910878683
"38248",0,0.111216815049498
"63752",0,0.102343061515715
"27139",0,0.0428106203394815
"3557",0,0.167733097339201
"10033",0,0.0317701488254284
"23345",0,0.120240692194134
"11285",0,0.0737178959752008
"9574",0,0.0422203874543746
"16133",0,0.0378603881016625
"16501",0,0.211202842537714
"9518",0,0.0798983502916649
"71299",0,0.0942062171715662
"23727",0,0.104840751641964
"36780",0,0.117085137717611
"49182",0,0.0834617232881482
"7180",0,0.110019706969104
"8618",0,0.210819942592487
"3732",0,0.197859440002116
"67325",0,0.0608245876056933
"48604",0,0.2426950581851
"6879",0,0.127491111394417
"35777",0,0.108834987628008
"33573",0,0.0662846004662191
"27286",0,0.164609756511489
"71998",0,0.0398301872468297
"12875",0,0.071976200309965
"58806",0,0.0390784440860833
"5036",0,0.0361768750668262
"29112",0,0.0203516854720436
"10206",0,0.0655905841776703
"14081",1,0.140690143504499
"60899",0,0.0538006520241773
"51917",0,0.0436898503316021
"19421",0,0.094620558619101
"35937",0,0.151714980230823
"6052",0,0.103313572698598
"25717",0,0.104528138658958
"70330",0,0.152771687943028
"45120",0,0.155812250198074
"47933",0,0.0554780112205211
"22694",0,0.0426819175866515
"29505",0,0.025179266366729
"72344",0,0.0161244836988486
"61890",0,0.0464455945850138
"69135",0,0.0872890294055771
"58713",0,0.0418366786905676
"56440",0,0.0704108406462909
"19466",0,0.0343648527844
"54945",0,0.0764359133324004
"71617",0,0.0458619383138186
"21337",0,0.160000001926797
"28998",0,0.0830385815908977
"58690",0,0.0525761717393603
"5637",0,0.0309913158607759
"26465",0,0.0653138429544945
"32182",0,0.0373947003722491
"11408",0,0.0548379837748539
"42106",0,0.0405407302376201
"70389",1,0.256369010581146
"71843",0,0.0290799418053296
"12876",0,0.0843762806552461
"39255",0,0.0472017716135264
"27910",0,0.189937284567261
"48745",0,0.0431585885965221
"19563",0,0.0390437087256268
"34110",0,0.120152624617583
"12503",0,0.0462931435901957
"26843",0,0.0463886391931027
"52273",0,0.230002096719731
"35297",0,0.03014604179203
"4710",0,0.118818153923562
"56586",0,0.0306938976746343
"30415",0,0.107083705409612
"71191",1,0.144867810098174
"20582",0,0.156026600705754
"61324",0,0.0412725137711209
"5988",0,0.0632651718807026
"64143",1,0.8252941153907
"34294",0,0.150631852854239
"7887",0,0.0456052434144271
"24160",0,0.0966054059576999
"60583",0,0.134030973943456
"20128",0,0.104935430623956
"42459",0,0.120057058420868
"60533",0,0.205215581395378
"5219",0,0.0825710408809202
"50676",0,0.0724544448691796
"50402",1,0.188946328353134
"33709",0,0.0984038848440638
"31753",0,0.0239788674880059
"40644",0,0.118500511325571
"67194",0,0.0870514855409681
"16775",0,0.0843308493218228
"16151",0,0.12649218848831
"30537",1,0.0877415071114906
"24173",0,0.0491786028086963
"62568",0,0.085357046821993
"12921",1,0.0337196131876687
"35789",0,0.129160657992797
"31218",0,0.0240960545451527
"40784",0,0.0422572232011333
"47306",0,0.127570438255291
"70980",0,0.0583318729754998
"16891",0,0.0523037006035495
"17494",0,0.169731655272907
"57467",0,0.160351540956326
"60085",0,0.166127046555856
"8233",0,0.104838345800496
"69805",0,0.0503777213000602
"10622",0,0.145349771713072
"10367",0,0.122413481948158
"66925",0,0.0524123024452208
"36737",0,0.0992189776326805
"11270",0,0.287626083979692
"72904",0,0.16045501348418
"47550",0,0.0826388359088293
"22619",0,0.0901205999071084
"25520",1,0.251677616129247
"10657",0,0.274999342323125
"47483",1,0.252484913864068
"13471",0,0.146012250774544
"69119",0,0.0728865979992882
"64933",0,0.0512038104574987
"68301",1,0.0882250020831409
"52114",1,0.134081743663174
"26903",1,0.13718964834063
"72898",0,0.0927446012128813
"835",0,0.0472391053755928
"68037",0,0.130775910736558
"72084",0,0.0473035058630821
"25942",0,0.238018410317009
"53855",0,0.0238582447470428
"57141",0,0.195852892990209
"50856",1,0.0483441529683707
"34537",0,0.100894425889582
"35863",0,0.233953778405577
"22355",1,0.248274523581162
"50102",0,0.0537077232840944
"59386",0,0.169450558762303
"31565",0,0.021532970487773
"37257",0,0.0716270340324062
"47755",0,0.13762632759728
"10330",0,0.0810020025612672
"24990",0,0.0362548002665383
"29468",0,0.0262756316385532
"6198",0,0.174854884984689
"67442",1,0.0934865464387543
"60594",0,0.0599423970550951
"63555",0,0.106239453455972
"67675",0,0.0919273259467075
"5304",0,0.0102589000954587
"27487",0,0.0604549336715447
"38910",0,0.124396186821927
"7595",0,0.0824458656144613
"57797",1,0.0733420780309551
"53252",0,0.0198346516339363
"3845",0,0.0669552879889167
"34974",1,0.170703724014502
"66537",0,0.127253429690676
"3073",0,0.084964911440282
"21331",0,0.094632741059188
"36280",0,0.157788817766625
"43989",1,0.043036455317915
"19169",0,0.2966511159835
"30707",0,0.24194989580678
"26624",1,0.232692502218763
"68170",0,0.0827529518720804
"8941",1,0.0943615639228226
"5135",1,0.0590517194140377
"69816",0,0.0635115122663197
"32123",0,0.069139572986529
"26880",0,0.179252729110735
"12366",0,0.0501139175476025
"3991",0,0.170317146977242
"47373",0,0.215913558304421
"41741",0,0.0922780349134525
"71541",0,0.0746476635816206
"43564",0,0.153266155218282
"4784",0,0.0609018981219313
"11763",1,0.142059182643392
"34485",0,0.0774051260146406
"141",0,0.0430358686932326
"32041",0,0.060719746447078
"18934",0,0.194955987737395
"67835",0,0.125974632987029
"51520",0,0.0369031767158589
"11831",0,0.311810098657223
"72529",0,0.0380952484591951
"49710",0,0.185663642757742
"33451",0,0.0594361340489349
"69099",0,0.102954143672757
"51284",0,0.0847547192506247
"28778",1,0.121461357884388
"8515",0,0.0587619305089461
"17425",0,0.12393412602475
"62391",0,0.0550639404728665
"31629",0,0.0226608509297338
"36054",0,0.0311157980244267
"49821",0,0.155486340557899
"54697",0,0.0545721789116115
"11294",0,0.118525807980524
"61326",0,0.0424445596218936
"68452",0,0.106678536396422
"42484",0,0.478365448450311
"36357",0,0.0284977261050584
"13789",0,0.1889634473583
"133",0,0.0634431492194578
"63365",0,0.21090474861387
"9685",0,0.318013913757058
"1716",0,0.205643342164697
"67861",0,0.0285015989774634
"21242",1,0.186561339811675
"11925",0,0.100062568759133
"28908",0,0.0584456178271376
"33348",0,0.0576696049890893
"31474",0,0.018093253939288
"37379",0,0.10587248064151
"61089",0,0.0789634928321454
"4067",0,0.162936953545916
"40015",0,0.0399111966423517
"49547",1,0.258835310679738
"47358",1,0.362907272913941
"47723",1,0.210829355276504
"34246",0,0.120161777412831
"70148",1,0.227439910139273
"29163",0,0.0237954226264531
"61311",0,0.0448184938372642
"54419",0,0.0929780620187178
"38494",0,0.126403176294713
"63108",0,0.118355488775329
"33885",0,0.102968635177799
"607",0,0.248338100887064
"52317",0,0.0201579455947985
"51538",0,0.118557736054582
"13617",1,0.0654698672068724
"46508",0,0.0607978566472488
"39148",0,0.204251880934026
"24259",0,0.0855575914747489
"45930",0,0.115713501550391
"59779",0,0.060009532077623
"50997",0,0.077532222626998
"25258",0,0.0798585819391604
"9272",0,0.10063961739063
"28101",0,0.130738703265352
"67012",0,0.0533835347705187
"57924",0,0.0390173363171906
"54546",1,0.0545587995320033
"69204",0,0.150856801572055
"71967",0,0.127136993774075
"43703",0,0.108428331885014
"2190",0,0.0333452110448859
"24341",0,0.0594068482892704
"20137",0,0.0412234343718234
"8472",1,0.0617195859064184
"3188",0,0.0705778130716688
"26852",0,0.129793477591852
"24377",0,0.0466202246894882
"12608",0,0.147409171797151
"44767",0,0.0443287812370967
"28799",0,0.0455294726388231
"69060",0,0.0627409191323177
"47007",0,0.124115845217845
"23765",0,0.138430398620407
"14309",0,0.17826721276736
"8342",0,0.0767624540393911
"72105",0,0.0482717474167921
"27479",0,0.13640913257535
"40531",0,0.10125593214712
"52637",0,0.169995342901757
"62837",0,0.0568494504181423
"41259",0,0.147653679229451
"823",0,0.0320663288691875
"65382",0,0.124451028926993
"55390",0,0.0226569326737925
"27703",0,0.036878688514533
"6798",0,0.0852480204713493
"3665",0,0.310102025924963
"59159",0,0.249839268148032
"59753",0,0.0596567632735367
"47090",0,0.135715494810867
"9580",0,0.0500834374292769
"24756",0,0.179121297131434
"52534",0,0.0124908331594031
"65439",0,0.0288907427101776
"50081",0,0.172334123469949
"17504",0,0.284442107037848
"46335",0,0.217363173197345
"20343",0,0.120218697372412
"69191",0,0.129215185059108
"11488",0,0.0932350144581207
"30325",1,0.231350636289511
"18276",1,0.285851232775228
"6821",0,0.0210696580046793
"59614",0,0.0586332551358481
"37939",0,0.0895139460191224
"47979",0,0.109319291205264
"29587",0,0.0244509678079175
"60760",0,0.0852080023834568
"52935",0,0.053113136402623
"25211",0,0.0761296621639043
"68510",0,0.261336112404364
"72424",0,0.158082883513411
"2627",0,0.0585207268655211
"42980",0,0.0369282626254521
"30109",1,0.125404624801207
"5600",0,0.185196027582075
"38135",0,0.165721558218893
"69529",0,0.0616523771043692
"50931",1,0.117308631988432
"39916",0,0.145719152552874
"17593",0,0.0311913871523529
"55895",0,0.0188316310512505
"46873",0,0.0899168457622357
"59791",0,0.0784401286509656
"46629",0,0.0805734431215034
"34729",1,0.0595138637316804
"35801",0,0.3728914322138
"27501",0,0.0758551197754025
"32619",0,0.106685107048845
"58610",0,0.209538135511802
"66978",0,0.0424996901021765
"10602",0,0.147187728934477
"53864",0,0.0257974285504808
"70540",1,0.260910635342368
"70472",0,0.0809407311771293
"25382",0,0.0975155180525747
"28501",0,0.203531707898421
"68636",0,0.0389236929491384
"7690",0,0.042788642206146
"67420",0,0.0164801958142695
"25045",1,0.0759638237056493
"38471",0,0.217470515702493
"38877",0,0.0962160467045181
"51333",0,0.0261814675359089
"29390",0,0.0208094047299075
"11003",1,0.0301623211362798
"24628",0,0.120478229471539
"45063",0,0.0821946469735439
"4218",0,0.0896742745196896
"61361",0,0.0457786286799333
"15448",1,0.167171823988388
"38918",0,0.052488870142335
"9832",1,0.181257949528166
"23470",1,0.0842897301967714
"44666",0,0.11859721371876
"18537",0,0.0412706091083639
"45652",0,0.0835204952281331
"35127",0,0.0508050873754949
"67659",0,0.260890052877147
"61788",1,0.120326537443856
"26856",0,0.130693267504041
"22714",0,0.0794097579634315
"59621",0,0.0412007031646738
"32706",0,0.0431659614129161
"22829",0,0.201657480702073
"7050",0,0.190355948365093
"4769",0,0.0892610132308123
"49535",0,0.0984840138941512
"47958",0,0.148892129324094
"65181",0,0.135694225931389
"21828",0,0.0168713348864926
"67244",0,0.0942135921191591
"14641",0,0.0475628966748101
"56911",0,0.0762324623298463
"16295",0,0.196490963378521
"2283",0,0.0429895199273139
"72799",0,0.0387637019410906
"49194",0,0.0719713315142848
"67930",0,0.0362909457804787
"48516",0,0.0333612639780042
"60735",0,0.108339896253459
"26211",0,0.0315111131538991
"28372",0,0.0553758430512789
"40866",0,0.0423325844206046
"6865",0,0.127822619895111
"14046",0,0.0340018454886579
"42356",0,0.358485853571994
"53941",1,0.0243133996989438
"62490",0,0.160058647014148
"26908",0,0.203797536389857
"57381",1,0.105707654758265
"4281",0,0.111933502591691
"44805",0,0.0329236807548838
"25789",0,0.0766136529562288
"42341",0,0.271753435802257
"65796",0,0.0689722631547587
"14444",0,0.0599499226511798
"26716",0,0.0595237719888179
"48182",0,0.166982451572471
"55107",0,0.0400281791431787
"37673",0,0.0715020181965233
"59554",0,0.0622513803850251
"38011",0,0.236657324589533
"36224",0,0.0810619702682387
"30394",0,0.237146447900219
"26236",0,0.0877413593947681
"8892",0,0.1660117684903
"21560",0,0.0151200453825062
"20020",0,0.0837035830130638
"55251",0,0.0231573681629853
"55835",0,0.0258113103681444
"10336",0,0.0495203868171272
"37177",1,0.170347014314002
"42975",0,0.386235556005633
"36506",1,0.118046910087994
"27902",0,0.0542667254407947
"30811",0,0.0202847366858477
"874",0,0.0568712556143414
"66189",0,0.038194814509879
"5767",0,0.107516687314618
"36609",0,0.127137851021995
"58971",0,0.144471300678565
"43049",0,0.267555841189024
"30674",0,0.0592395630476611
"40263",0,0.0336758867772467
"56629",0,0.0258075737372188
"12142",0,0.043452936460747
"70014",1,0.116379475950429
"34240",0,0.0471558109783766
"66951",0,0.0511996320692905
"64876",0,0.0994156149048257
"53862",0,0.0254595472002465
"48529",0,0.050195530551529
"46521",0,0.0970109719463905
"5339",0,0.0726330452813472
"30628",0,0.0676996698458742
"38265",1,0.103648588504801
"67918",0,0.0249482664839862
"51087",0,0.0871787115090425
"51946",0,0.127487847579953
"33999",0,0.0678021341651816
"8671",0,0.199537156217923
"56179",0,0.0809055861414449
"31677",0,0.0212179176427607
"31193",0,0.0332519558491279
"2054",0,0.209901722197466
"10522",0,0.134845203758239
"30557",0,0.0334531012455591
"54993",1,0.264768101196971
"345",0,0.0353403553096391
"43391",0,0.0315673055232759
"65178",0,0.070472035657476
"50693",0,0.124633406427346
"18977",0,0.0736737609224039
"61231",0,0.0666045289342914
"24057",0,0.126747726858505
"41579",0,0.0581489812471476
"31283",0,0.0321846361023923
"3791",0,0.174003716487677
"52299",0,0.11295091462693
"39464",0,0.223338811690451
"53863",0,0.0262172018433245
"3733",0,0.066090172829719
"51265",0,0.0542524183891041
"21507",0,0.0625568781556382
"20488",0,0.060834623724293
"59627",0,0.0796322826244557
"6251",0,0.183855439564155
"3140",0,0.0734873186783917
"25187",0,0.213164536797413
"39052",0,0.0637830913130187
"43783",1,0.110210864218781
"19602",0,0.0680990589940634
"14893",1,0.181655830788396
"27566",0,0.0601584671795297
"34149",0,0.0836496446118578
"60049",0,0.0461918735942105
"8748",0,0.0807042979524224
"48446",0,0.0440345180868285
"35837",1,0.245740681008527
"64921",0,0.0507337256862021
"39669",0,0.179777190754614
"9259",0,0.12773110636194
"31946",0,0.0775419278181682
"13920",0,0.0837278643337123
"31420",0,0.0238911143769669
"16304",1,0.107747478218045
"69255",0,0.0648812569959715
"32400",0,0.101518612336456
"55700",0,0.0205288563645358
"11446",0,0.0432215750470863
"62360",0,0.0349643167441965
"14954",0,0.0883831806191656
"12904",0,0.0476356839171393
"11919",0,0.0644007677354294
"40634",1,0.130952105469594
"52091",0,0.130866742051456
"63002",0,0.0547871946796823
"50782",0,0.0763952880733217
"34480",0,0.101333589209954
"58908",0,0.0935129034383443
"1238",0,0.118646369148017
"71871",0,0.0730518300626608
"45550",0,0.0690189799639853
"30955",0,0.105502859627502
"2114",0,0.231717557008796
"53980",0,0.0242926613093447
"15123",0,0.0913412217668166
"72114",0,0.0641257273070373
"65241",0,0.136954243733139
"51052",0,0.149697164023009
"52338",1,0.167270631010216
"34127",0,0.0889490422349794
"62015",0,0.0780026103109586
"11953",0,0.0570957983873067
"44516",1,0.0775393050231958
"21113",0,0.159802295157769
"32933",0,0.0978898902998349
"3353",0,0.0615491403083406
"12880",0,0.0559134131788629
"4247",0,0.158277435699988
"67956",0,0.10932741801508
"24741",0,0.0948557258264017
"37286",0,0.10057217488995
"44849",0,0.0889975586307536
"17152",0,0.0676777810463549
"37159",0,0.0830856598808883
"57849",0,0.127046657167906
"25130",0,0.097454265649355
"61715",0,0.102902577010636
"2559",0,0.0543094851964888
"69944",0,0.0848670901935714
"53376",0,0.0190400204668263
"19728",0,0.0345743351648172
"48497",0,0.0141919625729482
"25103",0,0.0600017726897693
"68137",0,0.115992756980619
"24425",0,0.026952393862491
"2363",0,0.0909545378576537
"25514",1,0.124793011378422
"27924",0,0.105855080807006
"25755",0,0.107167886934826
"69108",0,0.0889311280699571
"27688",0,0.154178128642945
"39288",1,0.228096089998742
"66519",0,0.0810293590666298
"65880",0,0.0950846657571252
"17522",0,0.0729344544778624
"51350",0,0.0740706174386752
"25172",0,0.0535762213544455
"39844",0,0.11188472132976
"53183",0,0.0182097767280839
"58817",0,0.173642726108367
"62513",0,0.0822963569563897
"2659",0,0.0243619468911033
"15913",0,0.073918347736191
"26511",0,0.0574864269495314
"22056",0,0.117297690036681
"52090",0,0.0878961889186152
"50140",0,0.120238021661976
"65387",0,0.143999634195707
"60753",0,0.160373248666612
"55742",0,0.0361029752364963
"28892",1,0.125382603821482
"41415",0,0.0289992085662112
"5544",0,0.0636827318793999
"62736",0,0.0436351778037312
"68791",0,0.0590032531819032
"36405",0,0.17256818720754
"66419",0,0.0307896140235561
"9661",0,0.0807263000317345
"17242",0,0.0768210249272308
"35319",0,0.0298360397314439
"34210",0,0.17084294142547
"31387",0,0.0196150551010511
"2893",0,0.147315020472904
"46162",0,0.10166537958137
"51223",0,0.0550773780851231
"25368",1,0.314161659712053
"68055",0,0.0584643912771358
"53168",0,0.0182439808822566
"3728",0,0.100890015211577
"70625",0,0.120173052672198
"15755",0,0.0900941962382111
"2680",0,0.0692782736798008
"18817",0,0.0922064123810303
"51555",0,0.0377652132919833
"17903",0,0.100219149992285
"16976",0,0.0462382795872285
"1563",0,0.0357155278507815
"19084",0,0.135971091281802
"49541",1,0.0382010198409377
"2573",0,0.100924461496619
"4607",0,0.130693397750014
"28657",0,0.0572823215439544
"35313",0,0.0293957264939918
"45214",0,0.0659124847598289
"72858",0,0.0970036827456065
"5569",0,0.114232119509188
"30413",0,0.110294124153808
"70073",0,0.0860974784359287
"58332",0,0.0645798021733355
"16176",0,0.045473615913473
"35289",0,0.030145647855623
"843",1,0.0550863041746123
"18665",0,0.0327800870998266
"32786",0,0.150328627108175
"52981",0,0.153496404870625
"71348",0,0.184482732600575
"23898",0,0.0299905554023371
"67897",0,0.0833160052353408
"69181",0,0.138501596430215
"64587",0,0.102226163400778
"35490",1,0.0286882832008252
"56171",0,0.0766493802743095
"57504",0,0.0604974649266676
"48487",0,0.0407999951339498
"41705",0,0.240626870726268
"23786",0,0.0989670923159028
"97",0,0.0186567358506707
"4814",0,0.08489185073647
"6204",0,0.0426723009119507
"970",0,0.0709720029708718
"24152",0,0.0996553027244572
"8572",1,0.123175342667197
"42597",0,0.0571749638024868
"2755",0,0.097174207695145
"710",0,0.0485692947038889
"11656",0,0.124852357474741
"59632",0,0.0640396825780546
"54827",0,0.152968641272905
"19668",0,0.0481171997372763
"13595",1,0.0885768404363299
"16316",1,0.152750897531131
"4547",0,0.146225639272587
"4385",0,0.151412993421596
"10603",0,0.106933910040827
"5306",0,0.119554938706028
"3149",0,0.0576522754719323
"37557",0,0.193891253502084
"56468",0,0.0585830640457685
"49713",0,0.0315710585913039
"4866",0,0.0726420776411871
"1336",0,0.0428295871055482
"31885",0,0.0318090855121691
"11379",0,0.130837004087202
"51401",0,0.0473094879342993
"50369",0,0.0690194581132364
"63518",0,0.0758703250478586
"23399",0,0.336433091415678
"69812",0,0.0329834868341032
"70873",0,0.0823909299577865
"2886",1,0.140718716386571
"64128",0,0.0316114497871512
"58928",1,0.214948994663858
"51770",0,0.0371673531804557
"20835",0,0.0958661256235654
"36110",0,0.0478288301191358
"30868",0,0.0194523623056126
"43706",0,0.16046924035988
"66458",0,0.0497593737708315
"17316",0,0.111386239268666
"19583",0,0.0471161918393858
"52511",0,0.0216899273569886
"53732",0,0.0200963712161802
"66788",0,0.0388029984786367
"33361",1,0.219823484640805
"61738",0,0.170251740161575
"22468",0,0.0639239104399362
"15048",0,0.0815728445033838
"66051",0,0.0922234815194585
"3859",0,0.108024012466284
"29636",0,0.0282245999809386
"32876",0,0.111717201516058
"29996",0,0.0781174464152919
"47911",0,0.0198118630943013
"54099",0,0.0235973922765301
"65390",0,0.0719684850539166
"58731",1,0.0539689297672777
"6734",0,0.135603854032426
"12868",0,0.151918228777841
"45949",0,0.100785725584011
"62725",0,0.115554170591596
"42475",0,0.0400741511524433
"18909",0,0.0776323668511664
"63377",0,0.067580995842787
"13550",1,0.165880519182893
"35186",0,0.0717775770760993
"728",0,0.0869266546116683
"25956",0,0.170951834674149
