id,y_real,y_pred
42317,0,0.002
70508,1,0.562
71912,0,0.034
12826,0,0.078
39403,0,0.008
27935,0,0.054
49143,0,0.08
19573,0,0.006
34107,0,0.062
12487,0,0.04
26834,1,0.104
52717,0,0.002
35333,0,0
4641,0,0.072
57010,0,0.052
30403,0,0.01
71282,0,0.19
20560,1,0.522
61609,0,0.01
5979,1,0.004
64410,1,0.048
34296,1,0.004
7930,0,0.036
24221,0,0.022
60843,0,0.196
20117,0,0.2
42653,1,0.1
60790,0,0.014
5173,0,0.012
51060,0,0.056
50773,0,0.03
33712,0,0.056
31748,0,0.05
40843,0,0.032
67450,0,0.294
16745,0,0.114
16116,0,0.024
30532,0,0.006
24233,0,0.05
62820,1,0.158
12874,0,0.034
35839,1,0.048
31219,0,0
40989,0,0.806
47662,0,0.002
71075,0,0.066
16865,0,0.052
17494,1,0.004
57876,0,0.004
60405,0,0.282
8247,0,0.044
69962,0,0.09
10703,0,0.132
10435,0,0.016
67195,0,0.118
36828,0,0.02
11249,0,0.02
25300,0,0.046
47918,0,0.022
22646,1,0.042
25536,0,0.102
10740,0,0.45
47847,0,0.016
13442,0,0.062
69301,0,0.07
65196,0,0.002
68524,0,0.206
52552,0,0.012
26897,0,0.014
56711,0,0.004
811,0,0.058
68273,0,0.114
72151,0,0.036
25955,0,0.052
54284,0,0.034
57569,0,0.11
51251,0,0.046
34552,0,0.034
35918,0,0.022
22370,1,0.302
50461,0,0.062
59734,1,0.178
31566,0,0
37373,0,0.012
48132,0,0.054
10397,0,0.028
25013,0,0.2
29462,0,0.002
6196,0,0.08
67695,0,0.054
60857,0,0.262
63837,1,0.234
67920,0,0.89
5264,0,0.02
27498,1,0.094
39045,0,0.018
7628,0,0.02
58189,0,0.004
53686,0,0.002
3787,0,0.08
35001,0,0.086
66810,0,0.054
3015,1,0.05
21341,1,0.098
36355,0,0.012
44255,0,0.008
19181,0,0.05
30711,0,0.006
26607,0,0.004
68397,0,0.108
8983,0,0.01
5086,0,0.05
69976,0,0.078
32118,0,0.008
26874,0,0.112
12356,0,0.068
3935,1,0.036
47734,1,0.018
41955,0,0.556
71622,0,0.1
43814,0,0.002
4717,0,0.018
11765,0,0.4
34499,0,0.256
141,0,0.018
32036,0,0.054
18935,0,0.064
68083,0,0.122
51938,0,0.002
11835,0,0.064
34553,0,0.002
50081,0,0.034
33442,0,0.114
69291,0,0.024
51694,0,0.038
28818,0,0.004
8542,1,0.062
17422,0,0.004
62649,0,0.058
31632,0,0.002
36120,0,0
50195,0,0.082
55152,0,0.006
11275,0,0.054
61616,1,0.04
68676,0,0.002
42683,0,0
36435,0,0.088
13768,0,0.008
134,1,0.628
63651,0,0.036
9731,0,0
1650,0,0.104
68111,1,0.012
21251,0,0.054
11921,1,0.738
28951,0,0.174
33335,0,0.064
31482,0,0
37498,0,0.016
61370,0,0.146
4003,0,0.006
40191,1,0.086
49915,0,0.01
47720,0,0.07
48103,0,0.046
34250,0,0.038
70301,0,0.22
29171,0,0
61602,1,0.63
54865,0,0.054
38622,1,0.238
63383,1,0.074
33874,1,0.004
590,0,0.092
52769,0,0.006
51958,0,0.006
13592,0,0.008
46842,0,0.006
39298,0,0.118
24317,0,0.01
46249,0,0.12
60115,0,0
51401,0,0.112
25274,0,0
9307,0,0.086
28140,0,0.046
67285,1,0.088
58312,0,0.062
55000,1,0.054
69389,0,0.028
72045,0,0.038
43962,0,0.046
2131,0,0.062
24393,0,0.026
20129,0,0.232
8497,0,0.136
3134,0,0.044
26845,1,0.194
24423,0,0.028
12589,0,0.064
45067,0,0
28841,0,0.098
69263,0,0.334
47353,0,0.004
23831,0,0.034
14291,0,0.018
8362,0,0.048
72176,0,0.02
27492,0,0.038
40730,1,0.118
53101,0,0.018
63105,0,0.272
41466,1,0.046
801,0,0.202
65675,0,0.052
55845,0,0
27723,0,0.034
6818,0,0.06
3599,0,0.042
59501,0,0.046
60091,1,0.374
47441,0,0.122
9628,0,0
24772,0,0.018
52993,0,0.01
65737,0,0.056
50445,0,0.412
17506,0,0.27
46667,0,0.006
20343,0,0.01
69378,0,0
11478,0,0.064
30313,0,0.044
18260,0,0.06
6841,0,0.008
59963,0,0.016
38059,0,0
48373,0,0.016
29582,1,0.924
61036,1,0.08
53411,0,0
25230,0,0.058
68737,0,0.166
46844,1,0.012
2557,0,0.028
43206,0,0.138
30089,0,0.016
5574,0,0.064
38251,0,0.152
69700,0,0.008
51336,0,0.116
40090,0,0.01
17600,0,0.02
56351,0,0.008
47218,0,0.096
60129,0,0.02
46971,1,0.158
34756,0,0.316
35858,1,0.246
27516,1,0.086
32629,0,0.338
58966,0,0.134
67258,0,0.044
10683,0,0.004
54300,0,0.104
70649,0,0.082
70585,0,0.012
25395,0,0.042
28533,0,0.028
68857,1,0.632
7725,0,0.006
67683,0,0
25070,0,0.034
38601,0,0.052
39015,0,0.002
51751,0,0.04
29387,0,0.002
11065,0,0.462
24639,0,0.096
45371,0,0.202
4157,1,0.788
61659,0,0.072
15397,0,0.006
39059,1,0.072
9885,0,0.126
23523,0,0.01
44963,0,0.004
18534,0,0.044
45961,0,0.034
35163,0,0.01
67912,1,0.858
62072,1,0.808
26852,0,0.136
22748,0,0
59973,0,0.02
32712,0,0.08
22869,0,0.022
7083,0,0.132
4702,0,0.008
49906,0,0.016
48353,0,0.16
65468,0,0.09
21841,0,0.034
67512,0,0.07
14621,0,0.028
57347,0,0.002
16260,0,0.006
2227,0,0.016
62386,0,0.064
49585,0,0.156
68176,0,0.072
48914,0,0.014
61013,0,0.008
26194,0,0.004
28400,1,0.008
41083,0,0.074
6889,0,0.012
14025,0,0.054
42556,0,0.06
54380,0,0.024
62752,1,0.206
26907,0,0.072
57800,0,0.004
4223,0,0.004
45110,0,0.02
25809,0,0
42541,0,0.014
66114,0,0.002
14432,0,0.02
26708,0,0.062
48576,0,0.036
55574,0,0.046
37787,0,0.014
59907,0,0.004
38137,0,0.076
36304,0,0.074
30388,0,0.018
26214,0,0.08
8933,0,0.03
21573,0,0.008
20017,0,0.048
55717,0,0
56292,1,0.92
10404,0,0.016
37295,0,0.026
43203,0,0.01
36594,0,0
27933,0,0.008
30826,0,0.13
852,0,0.024
66494,0,0.004
5749,1,0.012
36702,0,0.006
59320,0,0.09
43282,0,0.032
30682,0,0.022
40454,0,0.026
57069,0,0
12132,1,0.026
70181,1,0.23
34249,0,0.026
67236,0,0.038
65152,0,0.04
54302,0,0.02
48930,0,0.01
46861,1,0.186
5301,0,0.012
30634,1,0.05
38388,0,0.136
68165,0,0.036
51503,0,0.012
52389,1,0.092
33999,0,0.04
8700,1,0.002
56622,0,0.334
31687,0,0.004
31201,0,0.066
1990,0,0.022
10600,0,0.058
30559,0,0.13
55464,0,0
345,0,0.006
43641,0,0.07
72374,0,0.036
51091,0,0.13
18983,0,0.014
61527,0,0.01
24123,0,0.03
41807,0,0.022
31291,1,0.844
3730,0,0.034
52758,0,0.212
39629,0,0.004
54304,0,0.046
3671,0,0.052
51683,0,0.006
21522,0,0.018
20495,0,0.004
59984,0,0
6248,0,0.838
3084,0,0.054
25212,0,0.244
39202,0,0.04
44052,0,0
19616,0,0.062
14835,1,0.826
27587,0,0.018
34159,0,0.002
60383,1,0.88
8782,0,0.016
48844,0,0.04
35900,0,0.002
65201,1,0.032
39841,0,0.044
9295,0,0.008
31947,0,0.01
13899,0,0.106
31432,0,0.004
16271,0,0.07
69447,0,0.072
32409,0,0.06
56155,0,0.022
11435,0,0.082
62631,0,0.012
14897,1,0.018
12860,0,0.008
11917,0,0.04
40845,0,0.072
52542,0,0.01
63285,0,0.04
51186,0,0.034
34502,0,0.026
59263,0,0.236
1201,1,0.004
71961,0,0.05
45869,0,0.032
30960,0,0.072
2053,0,0.012
54423,0,0.002
15074,0,0.014
72196,0,0.286
65537,0,0.02
51469,1,0.026
52802,0,0.212
34136,0,0.022
62302,0,0.148
11951,0,0.022
44817,0,0.036
21120,1,0.078
32953,1,0.086
3297,1,0.18
12834,1,0.182
4188,0,0.078
68209,1,0.942
24760,0,0.014
37413,0,0.032
45159,0,0.106
17139,1,0.03
37279,0,0.002
58249,0,0.008
25157,0,0.168
62012,0,0.03
2488,1,0.026
70119,0,0.03
53810,0,0
19736,0,0.006
48900,1,0.73
25131,0,0.024
68384,1,0.01
24458,1,0.654
2291,0,0.228
25537,1,0.164
27959,0,0.016
25779,0,0.1
69312,0,0.046
27713,0,0.002
39451,0,0.126
66809,1,0.746
66198,0,0.004
17528,0,0.04
51776,0,0
25198,0,0.19
40021,0,0.004
53641,0,0.19
59178,0,0.008
62783,0,0.03
2590,0,0.002
15887,1,0.174
26497,0,0.03
22073,0,0.002
52543,0,0.006
50515,0,0.004
65694,0,0.034
61040,0,0.046
56199,0,0.008
28941,0,0.002
41638,1,0.236
5516,0,0
63011,0,0.078
69023,0,0.038
36494,0,0.08
66718,0,0.014
9713,0,0.02
17234,0,0.066
35368,0,0.004
34221,0,0.072
31400,0,0
2834,0,0.01
46503,0,0.008
51645,0,0.022
25385,1,0.192
68309,0,0.006
53629,0,0
3666,0,0.014
70745,0,0.01
15721,0,0.166
2613,0,0.006
18815,0,0.126
51988,0,0.27
17891,1,0.01
16954,0,0.054
1517,0,0.104
19097,0,0.042
49921,0,0.03
2503,0,0.002
4535,1,0.868
28702,0,0.032
35362,0,0.062
45532,0,0.05
52196,0,0.004
5542,0,0.014
30412,0,0.368
70249,1,0.736
58713,0,0.044
16146,0,0.01
35337,0,0.016
819,0,0.002
18659,0,0.012
32801,0,0.02
53456,0,0
71462,0,0.136
23969,0,0.046
68153,1,0.038
69382,0,0
64868,0,0
35547,0,0.014
56620,0,0.224
57931,0,0.002
48892,0,0.118
41930,0,0.022
23856,0,0.052
95,0,0
4750,0,0.01
6203,0,0.046
947,0,0.014
72653,0,0.094
8605,0,0.052
42814,0,0.058
2692,0,0.006
690,0,0.03
11657,0,0.08
59994,0,0.072
55303,0,0
19675,0,0.006
13572,0,0.02
16283,0,0.094
4473,0,0.014
4323,0,0.042
10687,1,0.12
5267,0,0.044
3093,0,0.012
37678,1,0.058
56909,0,0
50099,0,0.022
4805,0,0.022
1296,0,0.01
31887,1,0.344
11366,0,0.244
51833,0,0.008
50757,0,0.052
63823,0,0.042
23455,0,0.016
69995,0,0.018
70999,0,0.066
2826,0,0.022
64420,0,0.004
59289,0,0.018
52214,0,0.01
20833,0,0.096
36190,0,0.05
30885,0,0.002
43977,1,0.006
66760,0,0.008
17313,0,0.006
19602,0,0.052
52984,0,0.558
54175,0,0.072
67078,0,0.114
33359,0,0.002
62038,0,0.162
22496,1,0.15
14997,0,0.034
66370,0,0.05
3803,0,0.238
29640,0,0
32896,1,0.326
29978,0,0.022
48314,0,0.034
54552,0,0.064
65702,1,0.034
59093,0,0.004
6752,0,0.004
12823,0,0.022
46283,0,0.05
63004,0,0.042
42687,0,0.022
18915,0,0.004
63685,1,0.126
13528,1,0.832
35233,0,0.052
708,0,0
25977,0,0.096
31867,0,0
9064,0,0.602
44990,0,0.028
21796,0,0.062
17270,0,0.066
25845,1,0.08
64334,0,0.006
71372,0,0.048
52772,0,0.018
71525,1,0.598
38894,0,0.036
31259,0,0
69498,1,0.702
10689,0,0.022
4795,0,0.058
1748,0,0.212
44122,0,0.014
50187,0,0.148
57714,0,0.024
9925,0,0.02
11513,0,0.01
71229,0,0.208
28723,0,0.04
13539,0,0.042
34418,0,0.02
39206,0,0.118
23643,0,0.098
72022,0,0.066
38020,0,0.024
9636,0,0.05
31593,0,0
44715,0,0.004
14617,0,0.138
9667,1,0.392
55950,0,0
45804,0,0.044
20322,0,0.002
13777,0,0.002
19127,1,0.032
38232,0,0.02
49325,0,0.024
27608,0,0.06
68772,0,0
8526,0,0.158
2817,0,0
36335,0,0.078
41659,0,0.002
60437,0,0.046
47127,1,0.056
68012,0,0.116
36848,0,0.03
6118,0,0.006
71625,1,0.602
28912,1,0.106
64488,0,0.208
63134,0,0.046
21351,0,0.122
9550,1,0.064
19149,0,0.08
413,0,0.13
59009,0,0.02
12577,0,0.03
60697,0,0.054
12005,0,0.006
55005,0,0.084
37364,0,0.114
19634,1,0.134
24713,0,0.066
50760,0,0.018
42586,0,0.018
33794,0,0.832
24220,0,0.226
69667,0,0.07
46491,0,0.052
14133,1,0.912
25716,0,0.01
36932,0,0.008
63558,1,0.032
10992,0,0.014
16591,0,0.068
11734,0,0.014
44220,0,0.184
36110,0,0.126
13543,0,0.034
29351,0,0
41918,0,0.066
22239,0,0.064
34621,1,0.016
67606,0,0.01
3314,0,0.006
38496,0,0.008
31863,1,0.9
65225,0,0.042
63403,0,0.21
11750,0,0.07
54130,0,0
29006,0,0.792
40081,1,0.006
5773,0,0.06
8390,0,0.096
66573,0,0.006
63238,0,0
11746,1,0.058
38252,0,0.01
66900,0,0.038
23440,0,0.038
11572,0,0
68330,0,0.004
33271,0,0.052
72188,0,0.006
146,0,0.002
44550,0,0.18
28965,1,0.014
64751,0,0.158
36399,0,0.074
52267,0,0.04
1979,0,0
27299,0,0.026
27827,0,0.078
24308,1,0.692
26221,0,0
45951,0,0.004
2369,0,0.166
50083,0,0.014
58666,0,0.002
36505,0,0.026
8101,0,0.012
65191,0,0
29737,1,0.004
34081,0,0.252
51338,0,0.182
17400,0,0.034
21556,0,0.018
50672,1,0.026
55502,0,0
996,1,0.128
39654,0,0.012
46926,0,0.01
67003,0,0.024
49655,0,0.07
18253,0,0.088
29566,0,0.018
8842,0,0.002
9494,0,0.052
46034,0,0.054
24917,0,0.002
30407,0,0.048
67552,0,0.032
27610,0,0.02
16440,1,0.022
49639,0,0.012
709,0,0.334
49340,0,0.012
56924,0,0.022
36495,0,0.06
22156,1,0.244
53008,0,0.078
21914,0,0.006
55701,0,0
8063,0,0.002
57355,0,0.066
35306,0,0.006
59882,0,0.002
54527,0,0
64857,0,0.014
20020,0,0.122
32047,1,0.05
19558,0,0.002
23722,0,0.014
62082,0,0.002
7900,0,0.126
28923,0,0.038
29197,0,0
31381,0,0
12726,0,0.078
19104,0,0.006
47410,0,0.01
58658,0,0.066
30280,0,0.124
11508,0,0.07
20749,1,0.412
57653,1,0.062
11808,0,0.03
56765,0,0.04
37681,1,0.102
23006,0,0.008
19780,0,0.018
57632,0,0.122
7479,0,0.03
60233,0,0.024
5700,0,0.048
51571,0,0.016
62135,0,0.046
70320,0,0.072
72926,0,0.006
1787,0,0.062
16026,0,0.01
8772,0,0.076
27688,0,0.102
6063,0,0.008
20308,0,0.128
40715,0,0
23612,1,0.018
67791,0,0.05
27115,0,0.058
68496,0,0.03
19636,0,0.002
49388,0,0.002
9846,0,0.254
58212,0,0.018
54792,0,0.058
31791,1,0.744
32815,1,0.088
48890,0,0.008
5349,0,0.03
46456,0,0.008
56748,0,0.058
16046,0,0.022
2942,0,0.002
27637,0,0.036
24724,0,0.072
32071,1,0.05
27793,0,0.012
65966,0,0.06
12503,0,0.016
10769,0,0.028
44049,0,0.078
1239,0,0.088
4753,0,0.002
55943,0,0
67204,0,0.022
14885,0,0.052
46209,0,0.002
23806,0,0.002
68619,1,0.06
58692,1,0.076
53169,0,0
15997,0,0.006
3285,0,0.066
26328,0,0.038
53246,0,0.008
67040,0,0.062
48347,0,0.026
50370,0,0.032
60869,0,0.308
50713,0,0.016
61671,0,0.12
32008,0,0.004
48588,1,0.034
9183,0,0.02
52864,1,0.034
4833,0,0.032
20166,0,0.02
29562,1,0.91
67739,0,0.088
70172,0,0.046
2792,0,0.004
42201,1,0
2156,0,0.014
40589,0,0.062
7055,0,0.144
45254,0,0.076
58764,0,0.032
25136,0,0.006
9623,1,0.712
5815,0,0.01
25164,0,0.002
71519,1,0.878
38265,0,0.026
24119,0,0.074
22562,0,0.044
27472,0,0.086
1332,0,0.178
2624,0,0.002
63061,0,0.078
28867,0,0.048
33698,0,0.006
28886,0,0.01
50398,0,0.02
28658,0,0
36034,0,0.056
2655,0,0.218
21391,1,0.018
69105,0,0.098
67113,0,0.01
68978,0,0.09
56885,0,0.036
54171,1,0.026
4739,0,0.104
9729,0,0.172
8875,0,0.018
54726,0,0.002
64836,0,0.044
28903,0,0.014
13104,0,0.002
26884,1,0.282
36331,0,0.026
65551,1,0.044
5504,0,0.15
7878,0,0.002
54125,0,0
21862,0,0.036
51939,0,0.06
16673,0,0.868
28239,0,0
36446,1,0.066
67439,0,0.08
4156,0,0.048
21871,1,0.082
17289,0,0
27642,0,0.008
54742,0,0.048
62033,1,0.722
48726,0,0.024
48553,1,0.058
11844,0,0.022
57598,1,0.004
51081,0,0.05
66623,0,0.038
538,0,0.042
42782,0,0.012
26314,0,0.048
53227,0,0.084
54668,0,0.04
18705,0,0.062
18290,0,0.028
48694,0,0.19
34829,1,0.144
27160,0,0.116
3987,0,0.032
64483,1,0.022
57504,0,0.036
34506,0,0.01
2306,0,0.686
36727,0,0
26764,0,0.028
35763,1,0.152
28642,0,0
1503,1,0.882
37605,0,0.026
11506,0,0
14712,0,0.658
69936,0,0
69299,1,0.044
54508,0,0
5481,0,0.128
36995,0,0.004
43050,0,0.014
31344,0,0.03
118,0,0.006
31237,0,0
35927,0,0
48014,0,0.016
49827,0,0.11
56108,0,0.03
9972,0,0.004
11708,0,0.024
54460,0,0.076
31819,0,0.016
45147,1,0.018
7496,0,0.118
59905,0,0.3
23947,0,0.008
14307,0,0.132
49797,1,0.338
11895,1,0.032
5306,0,0.022
2742,0,0.002
60649,0,0.03
26783,1,0.026
71998,0,0.012
6478,0,0.014
35554,0,0.074
54074,0,0
43434,0,0.056
37882,0,0.06
65243,0,0
70654,0,0.01
20054,1,0.83
8856,0,0.084
12501,0,0.006
63169,0,0.088
8937,0,0.01
21432,0,0.002
11810,0,0.016
5208,0,0.168
17091,0,0.074
51366,0,0.006
46229,0,0.042
5442,0,0.04
12380,0,0.118
10443,0,0.1
28092,0,0.012
16610,0,0.258
40233,0,0.004
41818,0,0.18
7080,0,0.012
11391,0,0.11
66074,0,0.004
61586,0,0.242
65006,0,0.04
8262,0,0.098
2548,0,0.054
41974,0,0.042
22516,0,0
39905,0,0.018
25405,1,0.008
10269,0,0.216
40637,0,0.048
23942,0,0.006
8630,0,0.062
18333,1,0.018
25323,0,0.242
59558,1,0.436
56113,0,0.102
67353,0,0
60120,0,0.028
10677,1,0.112
72676,0,0.002
59027,0,0.11
45268,0,0.1
33669,0,0.006
18537,1,0.02
1761,0,0.022
23559,0,0.006
16109,0,0.21
62843,0,0.042
48540,0,0.044
37676,0,0.026
39949,0,0.066
17728,0,0.042
523,0,0.02
67964,1,0
51511,0,0.178
20009,0,0.55
53273,0,0
62363,0,0.024
27246,1,0.054
51528,0,0.004
17163,0,0.126
46392,0,0
69871,1,0.022
27075,0,0.058
33244,0,0.102
58171,0,0.016
35411,0,0.004
3603,0,0.026
9358,1,0.258
11563,0,0.014
6409,0,0.374
28908,0,0.002
4577,0,0.02
40245,0,0.034
24102,0,0.002
38715,0,0.074
65388,0,0.024
27706,0,0.17
68753,0,0.05
27548,0,0.026
67415,0,0.046
48735,0,0.026
64624,0,0.014
18173,1,0.052
29080,0,0.83
1021,0,0.04
7910,0,0.022
35911,0,0.038
26602,0,0.018
57694,0,0.002
567,0,0
59883,0,0.02
26981,0,0.028
27583,0,0.056
68113,0,0.162
34055,1,0.032
39523,0,0.06
66907,0,0.05
61804,0,0.012
18607,1,0.01
49228,0,0.02
32066,0,0
15607,0,0.012
49121,0,0.05
68665,0,0.042
18569,0,0.056
33555,0,0.01
23003,0,0.018
11786,0,0.01
51155,0,0.014
37804,0,0.012
16800,0,0.116
4615,0,0.106
48361,0,0.014
57690,0,0.016
8266,0,0.1
49525,0,0.078
1560,0,0.03
25865,0,0.05
52403,1,0.27
22375,0,0.008
32003,0,0.07
59065,0,0.01
23747,0,0.09
10309,0,0.002
21536,0,0.004
11637,1,0.004
60064,0,0.024
47531,1,0.01
9939,0,0.004
23320,0,0.018
59486,1,0.084
58849,1,0.056
10692,0,0.004
30146,1,0.04
31856,0,0.034
63237,0,0.028
29695,0,0.002
49358,0,0.162
51290,0,0.026
887,0,0.094
2707,0,0.03
6504,0,0
28536,0,0.012
64395,1,0.896
31831,0,0.056
54019,0,0.09
50895,0,0
11931,0,0.032
62168,0,0.12
6383,0,0.14
11663,0,0.08
60750,0,0.456
44929,0,0.258
14912,0,0
48125,0,0.084
68960,0,0.156
71779,0,0.008
68783,0,0.04
33240,0,0.074
5216,0,0.024
62527,0,0.026
14225,0,0.06
38235,0,0.084
7552,0,0.396
27466,0,0.026
53471,0,0.01
49760,0,0.07
7039,1,0.058
43732,0,0.124
1497,0,0.132
46460,0,0.042
69957,0,0.036
60242,0,0.108
60262,0,0.054
27709,0,0.01
56706,0,0.048
29050,0,0.024
18117,0,0.018
29986,0,0.066
35432,0,0.016
61361,1,0.106
52356,1,0.132
69664,0,0.068
7156,0,0.054
59524,0,0.144
32217,0,0.014
60799,0,0.11
40734,0,0.006
68738,1,0.51
68251,0,0.142
20289,0,0.186
52873,0,0.08
5061,0,0.014
64343,0,0.004
9541,0,0.008
39739,0,0.008
42920,0,0.002
9508,0,0.228
36410,0,0.036
26241,0,0.05
237,0,0.014
3430,0,0.226
63043,0,0.032
58860,0,0.78
29527,0,0
65877,1,0.796
34126,0,0.002
33953,0,0.108
47015,0,0.148
11675,0,0.198
6806,0,0.04
61568,0,0.02
17146,0,0.328
39694,0,0.218
60700,0,0.014
24992,0,0.006
69725,0,0.02
62127,0,0.122
53890,0,0.004
15986,1,0.028
55009,0,0.036
62502,0,0.13
3130,0,0.018
14276,0,0.128
61001,0,0.006
46606,1,0.146
62114,0,0.032
58134,0,0.064
25830,0,0.072
6498,0,0.102
41060,0,0.012
46778,0,0.026
58742,0,0.086
32554,0,0.018
71860,0,0.296
53611,0,0
9545,0,0.01
15374,0,0.028
60606,0,0.024
